user_name,date,day_of_week,exercise_name,weight_kg,starting_angle,ending_angle,set_number,rep_number
Bob,2024-04-01,Monday,Bicep Curls,5,54.1,154.9,3,4
Bob,2024-04-01,Monday,Bicep Curls,5,42.5,138.5,3,5
Bob,2024-04-01,Monday,Bicep Curls,5,44.3,149.9,3,6
Bob,2024-04-01,Monday,Bicep Curls,5,39.7,143.0,3,7
Bob,2024-04-01,Monday,Bicep Curls,5,37.5,166.4,3,8
Bob,2024-04-01,Monday,Bicep Curls,5,37.6,167.6,3,9
Bob,2024-04-01,Monday,Bicep Curls,5,57.2,157.2,3,10
Bob,2024-04-01,Monday,Bicep Curls,5,58.6,169.5,3,11
Bob,2024-04-08,Monday,Bicep Curls,5,38.2,168.4,1,1
Bob,2024-04-08,Monday,Bicep Curls,5,48.4,154.1,1,2
Bob,2024-04-08,Monday,Bicep Curls,5,52.4,164.1,1,3
Bob,2024-04-08,Monday,Bicep Curls,5,41.5,167.6,1,4
Bob,2024-04-08,Monday,Bicep Curls,5,40.7,165.2,1,5
Bob,2024-04-08,Monday,Bicep Curls,5,38.1,169.7,1,6
Bob,2024-04-08,Monday,Bicep Curls,5,45.1,168.8,1,7
Bob,2024-04-08,Monday,Bicep Curls,5,46.1,161.8,1,8
Bob,2024-04-08,Monday,Bicep Curls,5,47.9,167.1,1,9
Bob,2024-04-08,Monday,Bicep Curls,5,43.8,163.4,1,10
Bob,2024-04-08,Monday,Bicep Curls,5,52.2,167.0,1,11
Bob,2024-04-08,Monday,Bicep Curls,5,42.3,153.5,2,1
Bob,2024-04-08,Monday,Bicep Curls,5,48.9,136.7,2,2
Bob,2024-04-08,Monday,Bicep Curls,5,61.0,142.4,2,3
Bob,2024-04-08,Monday,Bicep Curls,5,47.3,135.2,2,4
Bob,2024-04-08,Monday,Bicep Curls,5,48.1,169.8,2,5
Bob,2024-04-08,Monday,Bicep Curls,5,56.9,162.5,2,6
Bob,2024-04-08,Monday,Bicep Curls,5,69.9,143.9,2,7
Bob,2024-04-08,Monday,Bicep Curls,5,59.0,165.9,2,8
Bob,2024-04-08,Monday,Bicep Curls,5,63.8,164.9,2,9
Bob,2024-04-08,Monday,Bicep Curls,5,65.2,161.9,2,10
Bob,2024-04-08,Monday,Bicep Curls,5,61.2,163.2,2,11
Bob,2024-04-08,Monday,Bicep Curls,5,45.4,163.7,2,12
Bob,2024-04-15,Monday,Bicep Curls,7.5,51.9,157.3,1,1
Bob,2024-04-15,Monday,Bicep Curls,7.5,45.4,150.6,1,2
Bob,2024-04-15,Monday,Bicep Curls,7.5,44.4,160.8,1,3
Bob,2024-04-15,Monday,Bicep Curls,7.5,47.7,164.4,1,4
Bob,2024-04-15,Monday,Bicep Curls,7.5,35.1,166.6,1,5
Bob,2024-04-15,Monday,Bicep Curls,7.5,46.4,169.1,1,6
Bob,2024-04-15,Monday,Bicep Curls,7.5,47.6,151.6,1,7
Bob,2024-04-15,Monday,Bicep Curls,7.5,43.0,164.6,1,8
Bob,2024-04-15,Monday,Bicep Curls,7.5,39.4,163.4,1,9
Bob,2024-04-15,Monday,Bicep Curls,7.5,53.5,161.7,1,10
Bob,2024-04-15,Monday,Bicep Curls,7.5,47.3,154.9,1,11
Bob,2024-04-15,Monday,Bicep Curls,7.5,36.9,169.9,2,1
Bob,2024-04-15,Monday,Bicep Curls,7.5,40.5,169.0,2,2
Bob,2024-04-15,Monday,Bicep Curls,7.5,49.7,169.6,2,3
Bob,2024-04-15,Monday,Bicep Curls,7.5,40.8,151.6,2,4
Bob,2024-04-15,Monday,Bicep Curls,7.5,44.6,151.7,2,5
Bob,2024-04-15,Monday,Bicep Curls,7.5,47.2,157.5,2,6
Bob,2024-04-15,Monday,Bicep Curls,7.5,48.0,160.2,2,7
Bob,2024-04-15,Monday,Bicep Curls,7.5,46.2,166.1,2,8
Bob,2024-04-15,Monday,Bicep Curls,7.5,36.2,165.6,2,9
Bob,2024-04-15,Monday,Bicep Curls,7.5,42.4,157.7,2,10
Bob,2024-04-15,Monday,Bicep Curls,7.5,42.0,159.7,2,11
Bob,2024-04-15,Monday,Bicep Curls,7.5,36.4,169.6,2,12
Bob,2024-04-15,Monday,Bicep Curls,7.5,57.4,145.7,3,1
Bob,2024-04-15,Monday,Bicep Curls,7.5,63.9,141.7,3,2
Bob,2024-04-15,Monday,Bicep Curls,7.5,60.8,135.4,3,3
Bob,2024-04-15,Monday,Bicep Curls,7.5,60.7,146.5,3,4
Bob,2024-04-15,Monday,Bicep Curls,7.5,67.9,149.6,3,5
Bob,2024-04-15,Monday,Bicep Curls,7.5,36.0,138.0,3,6
Bob,2024-04-15,Monday,Bicep Curls,7.5,51.4,138.2,3,7
Bob,2024-04-15,Monday,Bicep Curls,7.5,44.4,156.5,3,8
Bob,2024-04-15,Monday,Bicep Curls,7.5,62.6,151.5,3,9
Bob,2024-04-15,Monday,Bicep Curls,7.5,53.1,151.6,3,10
Bob,2024-04-15,Monday,Bicep Curls,7.5,59.2,140.1,3,11
Bob,2024-04-22,Monday,Bicep Curls,7.5,48.0,158.5,1,1
Bob,2024-04-22,Monday,Bicep Curls,7.5,38.7,169.2,1,2
Bob,2024-04-22,Monday,Bicep Curls,7.5,53.5,162.7,1,3
Bob,2024-04-22,Monday,Bicep Curls,7.5,52.6,153.5,1,4
Bob,2024-04-22,Monday,Bicep Curls,7.5,48.1,166.8,1,5
Bob,2024-04-22,Monday,Bicep Curls,7.5,38.2,152.1,1,6
Bob,2024-04-22,Monday,Bicep Curls,7.5,38.3,164.2,1,7
Bob,2024-04-22,Monday,Bicep Curls,7.5,39.6,155.7,1,8
Bob,2024-04-22,Monday,Bicep Curls,7.5,35.1,150.5,1,9
Bob,2024-04-22,Monday,Bicep Curls,7.5,53.3,165.2,1,10
Bob,2024-04-22,Monday,Bicep Curls,7.5,54.5,144.8,2,1
Bob,2024-04-22,Monday,Bicep Curls,7.5,42.9,155.6,2,2
Bob,2024-04-22,Monday,Bicep Curls,7.5,44.1,159.8,2,3
Bob,2024-04-22,Monday,Bicep Curls,7.5,58.7,159.6,2,4
Bob,2024-04-22,Monday,Bicep Curls,7.5,67.2,138.4,2,5
Bob,2024-04-22,Monday,Bicep Curls,7.5,55.3,140.5,2,6
Bob,2024-04-22,Monday,Bicep Curls,7.5,47.1,157.6,2,7
Bob,2024-04-22,Monday,Bicep Curls,7.5,63.4,153.7,2,8
Bob,2024-04-22,Monday,Bicep Curls,7.5,40.8,148.1,2,9
Bob,2024-04-22,Monday,Bicep Curls,7.5,49.7,150.4,2,10
Bob,2024-04-29,Monday,Bicep Curls,7.5,40.9,161.2,1,1
Bob,2024-04-29,Monday,Bicep Curls,7.5,48.1,150.1,1,2
Bob,2024-04-29,Monday,Bicep Curls,7.5,44.8,158.8,1,3
Bob,2024-04-29,Monday,Bicep Curls,7.5,50.6,168.9,1,4
Bob,2024-04-29,Monday,Bicep Curls,7.5,47.1,159.2,1,5
Bob,2024-04-29,Monday,Bicep Curls,7.5,50.0,167.4,1,6
Bob,2024-04-29,Monday,Bicep Curls,7.5,46.2,157.0,1,7
Bob,2024-04-29,Monday,Bicep Curls,7.5,44.6,161.5,1,8
Bob,2024-04-29,Monday,Bicep Curls,7.5,47.5,167.3,1,9
Bob,2024-04-29,Monday,Bicep Curls,7.5,35.8,153.7,1,10
Bob,2024-04-29,Monday,Bicep Curls,7.5,38.8,143.6,2,1
Bob,2024-04-29,Monday,Bicep Curls,7.5,50.6,146.1,2,2
Bob,2024-04-29,Monday,Bicep Curls,7.5,63.0,135.7,2,3
Bob,2024-04-29,Monday,Bicep Curls,7.5,63.8,152.2,2,4
Bob,2024-04-29,Monday,Bicep Curls,7.5,53.4,167.8,2,5
Bob,2024-04-29,Monday,Bicep Curls,7.5,43.4,157.9,2,6
Bob,2024-04-29,Monday,Bicep Curls,7.5,37.7,150.2,2,7
Bob,2024-04-29,Monday,Bicep Curls,7.5,65.2,150.7,2,8
Bob,2024-04-29,Monday,Bicep Curls,7.5,62.8,156.1,2,9
Bob,2024-04-29,Monday,Bicep Curls,7.5,65.6,168.3,2,10
Bob,2024-05-06,Monday,Bicep Curls,10.0,53.3,168.7,1,1
Bob,2024-05-06,Monday,Bicep Curls,10.0,36.9,160.6,1,2
Bob,2024-05-06,Monday,Bicep Curls,10.0,38.3,165.9,1,3
Bob,2024-05-06,Monday,Bicep Curls,10.0,39.8,168.5,1,4
Bob,2024-05-06,Monday,Bicep Curls,10.0,39.0,153.0,1,5
Bob,2024-05-06,Monday,Bicep Curls,10.0,37.1,153.4,1,6
Bob,2024-05-06,Monday,Bicep Curls,10.0,41.8,167.1,1,7
Bob,2024-05-06,Monday,Bicep Curls,10.0,36.7,156.2,1,8
Bob,2024-05-06,Monday,Bicep Curls,10.0,49.7,169.7,1,9
Bob,2024-05-06,Monday,Bicep Curls,10.0,42.9,153.5,1,10
Bob,2024-05-06,Monday,Bicep Curls,10.0,42.7,152.4,1,11
Bob,2024-05-06,Monday,Bicep Curls,10.0,47.4,154.0,1,12
Bob,2024-05-06,Monday,Bicep Curls,10.0,40.9,165.9,2,1
Bob,2024-05-06,Monday,Bicep Curls,10.0,43.2,153.3,2,2
Bob,2024-05-06,Monday,Bicep Curls,10.0,40.0,155.5,2,3
Bob,2024-05-06,Monday,Bicep Curls,10.0,36.4,160.9,2,4
Bob,2024-05-06,Monday,Bicep Curls,10.0,60.5,135.9,2,5
Bob,2024-05-06,Monday,Bicep Curls,10.0,38.7,141.0,2,6
Bob,2024-05-06,Monday,Bicep Curls,10.0,53.2,169.1,2,7
Bob,2024-05-06,Monday,Bicep Curls,10.0,38.4,142.6,2,8
Bob,2024-05-06,Monday,Bicep Curls,10.0,51.9,149.7,2,9
Bob,2024-05-06,Monday,Bicep Curls,10.0,60.7,161.6,2,10
Bob,2024-05-06,Monday,Bicep Curls,10.0,58.2,150.4,2,11
Bob,2024-05-06,Monday,Bicep Curls,10.0,62.5,139.3,2,12
Bob,2024-05-13,Monday,Bicep Curls,12.5,52.6,169.1,1,1
Bob,2024-05-13,Monday,Bicep Curls,12.5,50.4,156.4,1,2
Bob,2024-05-13,Monday,Bicep Curls,12.5,40.1,160.5,1,3
Bob,2024-05-13,Monday,Bicep Curls,12.5,47.1,164.6,1,4
Bob,2024-05-13,Monday,Bicep Curls,12.5,48.3,160.2,1,5
Bob,2024-05-13,Monday,Bicep Curls,12.5,46.7,152.3,1,6
Bob,2024-05-13,Monday,Bicep Curls,12.5,47.3,157.8,1,7
Bob,2024-05-13,Monday,Bicep Curls,12.5,40.6,150.5,1,8
Bob,2024-05-13,Monday,Bicep Curls,12.5,39.5,163.8,1,9
Bob,2024-05-13,Monday,Bicep Curls,12.5,38.6,165.0,1,10
Bob,2024-05-13,Monday,Bicep Curls,12.5,39.5,166.1,1,11
Bob,2024-05-13,Monday,Bicep Curls,12.5,47.6,165.6,2,1
Bob,2024-05-13,Monday,Bicep Curls,12.5,37.9,159.6,2,2
Bob,2024-05-13,Monday,Bicep Curls,12.5,54.7,155.9,2,3
Bob,2024-05-13,Monday,Bicep Curls,12.5,50.1,160.6,2,4
Bob,2024-05-13,Monday,Bicep Curls,12.5,47.9,161.9,2,5
Bob,2024-05-13,Monday,Bicep Curls,12.5,54.9,163.4,2,6
Bob,2024-05-13,Monday,Bicep Curls,12.5,45.0,161.0,2,7
Bob,2024-05-13,Monday,Bicep Curls,12.5,40.6,157.7,2,8
Bob,2024-05-13,Monday,Bicep Curls,12.5,51.3,152.1,2,9
Bob,2024-05-13,Monday,Bicep Curls,12.5,54.5,168.5,2,10
Bob,2024-05-13,Monday,Bicep Curls,12.5,35.6,159.3,2,11
Bob,2024-05-13,Monday,Bicep Curls,12.5,36.0,138.6,3,1
Bob,2024-05-13,Monday,Bicep Curls,12.5,52.9,136.9,3,2
Bob,2024-05-13,Monday,Bicep Curls,12.5,50.7,140.2,3,3
Bob,2024-05-13,Monday,Bicep Curls,12.5,50.4,143.8,3,4
Bob,2024-05-13,Monday,Bicep Curls,12.5,66.7,154.9,3,5
Bob,2024-05-13,Monday,Bicep Curls,12.5,38.1,164.9,3,6
Bob,2024-05-13,Monday,Bicep Curls,12.5,48.9,156.9,3,7
Bob,2024-05-13,Monday,Bicep Curls,12.5,60.2,153.2,3,8
Bob,2024-05-13,Monday,Bicep Curls,12.5,42.3,137.2,3,9
Bob,2024-05-13,Monday,Bicep Curls,12.5,48.7,159.6,3,10
Bob,2024-05-13,Monday,Bicep Curls,12.5,48.1,162.2,3,11
Bob,2024-05-13,Monday,Bicep Curls,12.5,55.3,150.5,3,12
Bob,2024-05-20,Monday,Bicep Curls,15.0,42.5,154.9,1,1
Bob,2024-05-20,Monday,Bicep Curls,15.0,40.8,168.2,1,2
Bob,2024-05-20,Monday,Bicep Curls,15.0,54.6,168.1,1,3
Bob,2024-05-20,Monday,Bicep Curls,15.0,43.2,151.7,1,4
Bob,2024-05-20,Monday,Bicep Curls,15.0,45.8,152.3,1,5
Bob,2024-05-20,Monday,Bicep Curls,15.0,51.2,163.3,1,6
Bob,2024-05-20,Monday,Bicep Curls,15.0,48.8,165.8,1,7
Bob,2024-05-20,Monday,Bicep Curls,15.0,49.2,160.9,1,8
Bob,2024-05-20,Monday,Bicep Curls,15.0,36.6,159.3,1,9
Bob,2024-05-20,Monday,Bicep Curls,15.0,52.0,154.6,1,10
Bob,2024-05-20,Monday,Bicep Curls,15.0,38.8,168.5,2,1
Bob,2024-05-20,Monday,Bicep Curls,15.0,53.8,157.5,2,2
Bob,2024-05-20,Monday,Bicep Curls,15.0,62.3,158.2,2,3
Bob,2024-05-20,Monday,Bicep Curls,15.0,57.8,153.9,2,4
Bob,2024-05-20,Monday,Bicep Curls,15.0,58.3,139.5,2,5
Bob,2024-05-20,Monday,Bicep Curls,15.0,67.0,141.2,2,6
Bob,2024-05-20,Monday,Bicep Curls,15.0,62.9,160.8,2,7
Bob,2024-05-20,Monday,Bicep Curls,15.0,63.4,146.5,2,8
Bob,2024-05-20,Monday,Bicep Curls,15.0,50.7,152.5,2,9
Bob,2024-05-20,Monday,Bicep Curls,15.0,61.3,137.2,2,10
Bob,2024-05-27,Monday,Bicep Curls,15.0,50.1,158.5,1,1
Bob,2024-05-27,Monday,Bicep Curls,15.0,51.9,156.1,1,2
Bob,2024-05-27,Monday,Bicep Curls,15.0,39.6,159.2,1,3
Bob,2024-05-27,Monday,Bicep Curls,15.0,41.0,157.5,1,4
Bob,2024-05-27,Monday,Bicep Curls,15.0,53.6,166.5,1,5
Bob,2024-05-27,Monday,Bicep Curls,15.0,53.5,152.6,1,6
Bob,2024-05-27,Monday,Bicep Curls,15.0,40.7,164.8,1,7
Bob,2024-05-27,Monday,Bicep Curls,15.0,36.0,156.4,1,8
Bob,2024-05-27,Monday,Bicep Curls,15.0,52.7,152.4,1,9
Bob,2024-05-27,Monday,Bicep Curls,15.0,40.9,165.9,1,10
Bob,2024-05-27,Monday,Bicep Curls,15.0,51.0,155.7,1,11
Bob,2024-05-27,Monday,Bicep Curls,15.0,46.3,156.7,2,1
Bob,2024-05-27,Monday,Bicep Curls,15.0,37.9,157.3,2,2
Bob,2024-05-27,Monday,Bicep Curls,15.0,41.5,159.9,2,3
Bob,2024-05-27,Monday,Bicep Curls,15.0,50.6,163.0,2,4
Bob,2024-05-27,Monday,Bicep Curls,15.0,41.8,156.8,2,5
Bob,2024-05-27,Monday,Bicep Curls,15.0,54.3,166.5,2,6
Bob,2024-05-27,Monday,Bicep Curls,15.0,40.8,157.6,2,7
Bob,2024-05-27,Monday,Bicep Curls,15.0,45.9,168.1,2,8
Bob,2024-05-27,Monday,Bicep Curls,15.0,50.5,166.5,2,9
Bob,2024-05-27,Monday,Bicep Curls,15.0,38.3,161.4,2,10
Bob,2024-05-27,Monday,Bicep Curls,15.0,50.3,164.8,2,11
Bob,2024-05-27,Monday,Bicep Curls,15.0,54.0,164.2,2,12
Bob,2024-05-27,Monday,Bicep Curls,15.0,60.2,136.3,3,1
Bob,2024-05-27,Monday,Bicep Curls,15.0,69.6,165.2,3,2
Bob,2024-05-27,Monday,Bicep Curls,15.0,57.2,165.0,3,3
Bob,2024-05-27,Monday,Bicep Curls,15.0,67.1,161.1,3,4
Bob,2024-05-27,Monday,Bicep Curls,15.0,45.2,164.3,3,5
Bob,2024-05-27,Monday,Bicep Curls,15.0,51.0,149.2,3,6
Bob,2024-05-27,Monday,Bicep Curls,15.0,38.1,163.3,3,7
Bob,2024-05-27,Monday,Bicep Curls,15.0,53.2,154.3,3,8
Bob,2024-05-27,Monday,Bicep Curls,15.0,61.4,150.2,3,9
Bob,2024-05-27,Monday,Bicep Curls,15.0,67.6,162.1,3,10
Bob,2024-05-27,Monday,Bicep Curls,15.0,56.6,138.0,3,11
Bob,2024-06-03,Monday,Bicep Curls,17.5,47.2,168.1,1,1
Bob,2024-06-03,Monday,Bicep Curls,17.5,42.1,153.3,1,2
Bob,2024-06-03,Monday,Bicep Curls,17.5,48.0,159.9,1,3
Bob,2024-06-03,Monday,Bicep Curls,17.5,53.6,164.1,1,4
Bob,2024-06-03,Monday,Bicep Curls,17.5,44.7,165.2,1,5
Bob,2024-06-03,Monday,Bicep Curls,17.5,35.2,158.3,1,6
Bob,2024-06-03,Monday,Bicep Curls,17.5,50.6,160.7,1,7
Bob,2024-06-03,Monday,Bicep Curls,17.5,36.4,162.7,1,8
Bob,2024-06-03,Monday,Bicep Curls,17.5,50.8,152.0,1,9
Bob,2024-06-03,Monday,Bicep Curls,17.5,50.8,161.0,1,10
Bob,2024-06-03,Monday,Bicep Curls,17.5,46.1,161.6,2,1
Bob,2024-06-03,Monday,Bicep Curls,17.5,45.9,163.8,2,2
Bob,2024-06-03,Monday,Bicep Curls,17.5,48.1,153.9,2,3
Bob,2024-06-03,Monday,Bicep Curls,17.5,51.3,169.3,2,4
Bob,2024-06-03,Monday,Bicep Curls,17.5,46.3,153.4,2,5
Bob,2024-06-03,Monday,Bicep Curls,17.5,46.9,167.5,2,6
Bob,2024-06-03,Monday,Bicep Curls,17.5,37.2,156.9,2,7
Bob,2024-06-03,Monday,Bicep Curls,17.5,39.5,169.3,2,8
Bob,2024-06-03,Monday,Bicep Curls,17.5,40.0,160.7,2,9
Bob,2024-06-03,Monday,Bicep Curls,17.5,43.5,155.3,2,10
Bob,2024-06-03,Monday,Bicep Curls,17.5,53.0,164.8,2,11
Bob,2024-06-03,Monday,Bicep Curls,17.5,58.6,161.0,3,1
Bob,2024-06-03,Monday,Bicep Curls,17.5,35.4,165.0,3,2
Bob,2024-06-03,Monday,Bicep Curls,17.5,39.1,136.3,3,3
Bob,2024-06-03,Monday,Bicep Curls,17.5,46.2,137.8,3,4
Bob,2024-06-03,Monday,Bicep Curls,17.5,50.3,161.5,3,5
Bob,2024-06-03,Monday,Bicep Curls,17.5,69.0,137.0,3,6
Bob,2024-06-03,Monday,Bicep Curls,17.5,58.7,155.7,3,7
Bob,2024-06-03,Monday,Bicep Curls,17.5,42.2,154.2,3,8
Bob,2024-06-03,Monday,Bicep Curls,17.5,37.3,165.1,3,9
Bob,2024-06-03,Monday,Bicep Curls,17.5,40.0,150.7,3,10
Bob,2024-06-03,Monday,Bicep Curls,17.5,36.0,169.1,3,11
Bob,2024-06-03,Monday,Bicep Curls,17.5,65.7,145.4,3,12
Bob,2024-06-10,Monday,Bicep Curls,20.0,35.7,158.7,1,1
Bob,2024-06-10,Monday,Bicep Curls,20.0,46.9,154.9,1,2
Bob,2024-06-10,Monday,Bicep Curls,20.0,52.4,165.2,1,3
Bob,2024-06-10,Monday,Bicep Curls,20.0,45.0,167.0,1,4
Bob,2024-06-10,Monday,Bicep Curls,20.0,52.3,152.7,1,5
Bob,2024-06-10,Monday,Bicep Curls,20.0,42.9,158.0,1,6
Bob,2024-06-10,Monday,Bicep Curls,20.0,41.3,157.7,1,7
Bob,2024-06-10,Monday,Bicep Curls,20.0,49.9,156.1,1,8
Bob,2024-06-10,Monday,Bicep Curls,20.0,35.6,155.2,1,9
Bob,2024-06-10,Monday,Bicep Curls,20.0,36.2,150.2,1,10
Bob,2024-06-10,Monday,Bicep Curls,20.0,43.6,165.8,1,11
Bob,2024-06-10,Monday,Bicep Curls,20.0,44.0,154.4,1,12
Bob,2024-06-10,Monday,Bicep Curls,20.0,41.1,166.2,2,1
Bob,2024-06-10,Monday,Bicep Curls,20.0,54.9,165.9,2,2
Bob,2024-06-10,Monday,Bicep Curls,20.0,38.9,144.5,2,3
Bob,2024-06-10,Monday,Bicep Curls,20.0,52.6,148.5,2,4
Bob,2024-06-10,Monday,Bicep Curls,20.0,59.4,149.0,2,5
Bob,2024-06-10,Monday,Bicep Curls,20.0,58.4,153.1,2,6
Bob,2024-06-10,Monday,Bicep Curls,20.0,68.0,135.7,2,7
Bob,2024-06-10,Monday,Bicep Curls,20.0,37.8,149.7,2,8
Bob,2024-06-10,Monday,Bicep Curls,20.0,49.3,155.8,2,9
Bob,2024-06-10,Monday,Bicep Curls,20.0,36.6,146.0,2,10
Bob,2024-06-17,Monday,Bicep Curls,20.0,41.3,153.6,1,1
Bob,2024-06-17,Monday,Bicep Curls,20.0,46.5,169.7,1,2
Bob,2024-06-17,Monday,Bicep Curls,20.0,40.2,169.6,1,3
Bob,2024-06-17,Monday,Bicep Curls,20.0,38.0,159.7,1,4
Bob,2024-06-17,Monday,Bicep Curls,20.0,39.2,158.7,1,5
Bob,2024-06-17,Monday,Bicep Curls,20.0,46.3,162.7,1,6
Bob,2024-06-17,Monday,Bicep Curls,20.0,42.6,151.3,1,7
Bob,2024-06-17,Monday,Bicep Curls,20.0,38.6,162.7,1,8
Bob,2024-06-17,Monday,Bicep Curls,20.0,37.3,167.7,1,9
Bob,2024-06-17,Monday,Bicep Curls,20.0,45.7,161.1,1,10
Bob,2024-06-17,Monday,Bicep Curls,20.0,42.9,153.4,1,11
Bob,2024-06-17,Monday,Bicep Curls,20.0,36.4,167.5,1,12
Bob,2024-06-17,Monday,Bicep Curls,20.0,49.3,165.3,2,1
Bob,2024-06-17,Monday,Bicep Curls,20.0,45.5,145.3,2,2
Bob,2024-06-17,Monday,Bicep Curls,20.0,62.4,157.5,2,3
Bob,2024-06-17,Monday,Bicep Curls,20.0,50.6,156.2,2,4
Bob,2024-06-17,Monday,Bicep Curls,20.0,35.3,157.0,2,5
Bob,2024-06-17,Monday,Bicep Curls,20.0,37.7,157.2,2,6
Bob,2024-06-17,Monday,Bicep Curls,20.0,68.3,141.1,2,7
Bob,2024-06-17,Monday,Bicep Curls,20.0,40.2,159.3,2,8
Bob,2024-06-17,Monday,Bicep Curls,20.0,66.8,142.0,2,9
Bob,2024-06-17,Monday,Bicep Curls,20.0,39.6,137.0,2,10
Bob,2024-06-17,Monday,Bicep Curls,20.0,67.5,159.0,2,11
Bob,2024-06-17,Monday,Bicep Curls,20.0,60.8,161.6,2,12
Bob,2024-06-24,Monday,Bicep Curls,20.0,40.4,153.7,1,1
Bob,2024-06-24,Monday,Bicep Curls,20.0,49.5,157.4,1,2
Bob,2024-06-24,Monday,Bicep Curls,20.0,36.8,155.1,1,3
Bob,2024-06-24,Monday,Bicep Curls,20.0,38.0,150.4,1,4
Bob,2024-06-24,Monday,Bicep Curls,20.0,38.8,158.3,1,5
Bob,2024-06-24,Monday,Bicep Curls,20.0,51.6,160.7,1,6
Bob,2024-06-24,Monday,Bicep Curls,20.0,45.5,162.4,1,7
Bob,2024-06-24,Monday,Bicep Curls,20.0,42.5,156.9,1,8
Bob,2024-06-24,Monday,Bicep Curls,20.0,37.4,158.6,1,9
Bob,2024-06-24,Monday,Bicep Curls,20.0,48.0,152.5,1,10
Bob,2024-06-24,Monday,Bicep Curls,20.0,43.2,154.0,1,11
Bob,2024-06-24,Monday,Bicep Curls,20.0,50.4,169.5,1,12
Bob,2024-06-24,Monday,Bicep Curls,20.0,50.6,162.3,2,1
Bob,2024-06-24,Monday,Bicep Curls,20.0,50.6,153.8,2,2
Bob,2024-06-24,Monday,Bicep Curls,20.0,65.4,154.2,2,3
Bob,2024-06-24,Monday,Bicep Curls,20.0,60.7,161.4,2,4
Bob,2024-06-24,Monday,Bicep Curls,20.0,57.2,168.3,2,5
Bob,2024-06-24,Monday,Bicep Curls,20.0,51.5,146.5,2,6
Bob,2024-06-24,Monday,Bicep Curls,20.0,58.9,141.2,2,7
Bob,2024-06-24,Monday,Bicep Curls,20.0,55.5,167.1,2,8
Bob,2024-06-24,Monday,Bicep Curls,20.0,35.3,148.7,2,9
Bob,2024-06-24,Monday,Bicep Curls,20.0,60.4,166.0,2,10
Bob,2024-06-24,Monday,Bicep Curls,20.0,56.6,163.5,2,11
Bob,2024-06-24,Monday,Bicep Curls,20.0,53.0,149.3,2,12
Bob,2024-07-01,Monday,Bicep Curls,22.5,44.8,151.5,1,1
Bob,2024-07-01,Monday,Bicep Curls,22.5,48.8,160.6,1,2
Bob,2024-07-01,Monday,Bicep Curls,22.5,47.2,158.1,1,3
Bob,2024-07-01,Monday,Bicep Curls,22.5,54.2,160.9,1,4
Bob,2024-07-01,Monday,Bicep Curls,22.5,54.2,150.4,1,5
Bob,2024-07-01,Monday,Bicep Curls,22.5,36.7,164.5,1,6
Bob,2024-07-01,Monday,Bicep Curls,22.5,46.6,156.8,1,7
Bob,2024-07-01,Monday,Bicep Curls,22.5,35.8,154.3,1,8
Bob,2024-07-01,Monday,Bicep Curls,22.5,39.6,166.2,1,9
Bob,2024-07-01,Monday,Bicep Curls,22.5,41.2,160.0,1,10
Bob,2024-07-01,Monday,Bicep Curls,22.5,35.1,159.9,1,11
Bob,2024-07-01,Monday,Bicep Curls,22.5,45.4,160.9,1,12
Bob,2024-07-01,Monday,Bicep Curls,22.5,40.8,154.2,2,1
Bob,2024-07-01,Monday,Bicep Curls,22.5,35.0,166.1,2,2
