user_name,date,day_of_week,exercise_name,weight_kg,starting_angle,ending_angle,set_number,rep_number
John,2024-04-15,Monday,Bicep Curls,5,42.3,166.2,2,7
John,2024-04-15,Monday,Bicep Curls,5,49.1,157.9,2,8
John,2024-04-15,Monday,Bicep Curls,5,46.5,169.7,2,9
John,2024-04-15,Monday,Bicep Curls,5,37.2,168.4,2,10
John,2024-04-15,Monday,Bicep Curls,5,39.5,158.9,2,11
John,2024-04-15,Monday,Bicep Curls,5,45.9,151.5,2,12
John,2024-04-15,Monday,Bicep Curls,5,49.6,145.0,3,1
John,2024-04-15,Monday,Bicep Curls,5,36.6,169.5,3,2
John,2024-04-15,Monday,Bicep Curls,5,35.7,156.7,3,3
John,2024-04-15,Monday,Bicep Curls,5,53.9,157.9,3,4
John,2024-04-15,Monday,Bicep Curls,5,61.3,140.3,3,5
John,2024-04-15,Monday,Bicep Curls,5,42.3,144.9,3,6
John,2024-04-15,Monday,Bicep Curls,5,59.9,165.8,3,7
John,2024-04-15,Monday,Bicep Curls,5,42.4,138.5,3,8
John,2024-04-15,Monday,Bicep Curls,5,41.6,150.7,3,9
John,2024-04-15,Monday,Bicep Curls,5,57.0,169.5,3,10
John,2024-04-15,Monday,Bicep Curls,5,49.0,160.1,3,11
John,2024-04-15,Monday,Bicep Curls,5,69.4,139.4,3,12
John,2024-04-22,Monday,Bicep Curls,7.5,38.8,151.0,1,1
John,2024-04-22,Monday,Bicep Curls,7.5,39.7,165.8,1,2
John,2024-04-22,Monday,Bicep Curls,7.5,54.8,158.7,1,3
John,2024-04-22,Monday,Bicep Curls,7.5,35.0,168.2,1,4
John,2024-04-22,Monday,Bicep Curls,7.5,41.3,150.5,1,5
John,2024-04-22,Monday,Bicep Curls,7.5,41.9,158.5,1,6
John,2024-04-22,Monday,Bicep Curls,7.5,41.3,167.9,1,7
John,2024-04-22,Monday,Bicep Curls,7.5,40.6,151.6,1,8
John,2024-04-22,Monday,Bicep Curls,7.5,39.4,167.2,1,9
John,2024-04-22,Monday,Bicep Curls,7.5,53.7,166.5,1,10
John,2024-04-22,Monday,Bicep Curls,7.5,46.6,166.1,1,11
John,2024-04-22,Monday,Bicep Curls,7.5,43.3,169.8,2,1
John,2024-04-22,Monday,Bicep Curls,7.5,42.9,169.7,2,2
John,2024-04-22,Monday,Bicep Curls,7.5,51.0,165.6,2,3
John,2024-04-22,Monday,Bicep Curls,7.5,43.8,167.5,2,4
John,2024-04-22,Monday,Bicep Curls,7.5,54.9,169.6,2,5
John,2024-04-22,Monday,Bicep Curls,7.5,51.3,150.2,2,6
John,2024-04-22,Monday,Bicep Curls,7.5,52.6,161.6,2,7
John,2024-04-22,Monday,Bicep Curls,7.5,50.2,165.1,2,8
John,2024-04-22,Monday,Bicep Curls,7.5,45.8,154.2,2,9
John,2024-04-22,Monday,Bicep Curls,7.5,37.8,154.7,2,10
John,2024-04-22,Monday,Bicep Curls,7.5,39.2,169.3,2,11
John,2024-04-22,Monday,Bicep Curls,7.5,67.6,145.3,3,1
John,2024-04-22,Monday,Bicep Curls,7.5,51.1,151.6,3,2
John,2024-04-22,Monday,Bicep Curls,7.5,52.4,152.3,3,3
John,2024-04-22,Monday,Bicep Curls,7.5,35.2,138.4,3,4
John,2024-04-22,Monday,Bicep Curls,7.5,69.4,146.4,3,5
John,2024-04-22,Monday,Bicep Curls,7.5,39.6,148.1,3,6
John,2024-04-22,Monday,Bicep Curls,7.5,44.4,163.8,3,7
John,2024-04-22,Monday,Bicep Curls,7.5,59.1,148.8,3,8
John,2024-04-22,Monday,Bicep Curls,7.5,55.3,143.9,3,9
John,2024-04-22,Monday,Bicep Curls,7.5,52.4,157.8,3,10
John,2024-04-22,Monday,Bicep Curls,7.5,64.2,164.2,3,11
John,2024-04-22,Monday,Bicep Curls,7.5,45.9,163.4,3,12
John,2024-04-29,Monday,Bicep Curls,10.0,50.8,163.4,1,1
John,2024-04-29,Monday,Bicep Curls,10.0,35.0,165.0,1,2
John,2024-04-29,Monday,Bicep Curls,10.0,52.5,167.3,1,3
John,2024-04-29,Monday,Bicep Curls,10.0,50.8,158.4,1,4
John,2024-04-29,Monday,Bicep Curls,10.0,37.1,167.7,1,5
John,2024-04-29,Monday,Bicep Curls,10.0,39.9,169.3,1,6
John,2024-04-29,Monday,Bicep Curls,10.0,36.9,169.5,1,7
John,2024-04-29,Monday,Bicep Curls,10.0,42.7,164.2,1,8
John,2024-04-29,Monday,Bicep Curls,10.0,50.2,157.7,1,9
John,2024-04-29,Monday,Bicep Curls,10.0,50.6,150.9,1,10
John,2024-04-29,Monday,Bicep Curls,10.0,39.2,156.5,1,11
John,2024-04-29,Monday,Bicep Curls,10.0,42.4,153.2,1,12
John,2024-04-29,Monday,Bicep Curls,10.0,39.3,155.0,2,1
John,2024-04-29,Monday,Bicep Curls,10.0,44.2,158.6,2,2
John,2024-04-29,Monday,Bicep Curls,10.0,42.8,157.3,2,3
John,2024-04-29,Monday,Bicep Curls,10.0,51.5,153.8,2,4
John,2024-04-29,Monday,Bicep Curls,10.0,53.7,161.0,2,5
John,2024-04-29,Monday,Bicep Curls,10.0,52.0,153.6,2,6
John,2024-04-29,Monday,Bicep Curls,10.0,46.6,160.4,2,7
John,2024-04-29,Monday,Bicep Curls,10.0,36.7,157.4,2,8
John,2024-04-29,Monday,Bicep Curls,10.0,36.5,165.7,2,9
John,2024-04-29,Monday,Bicep Curls,10.0,39.6,166.8,2,10
John,2024-04-29,Monday,Bicep Curls,10.0,69.4,156.8,3,1
John,2024-04-29,Monday,Bicep Curls,10.0,69.5,136.4,3,2
John,2024-04-29,Monday,Bicep Curls,10.0,52.1,162.1,3,3
John,2024-04-29,Monday,Bicep Curls,10.0,40.6,147.2,3,4
John,2024-04-29,Monday,Bicep Curls,10.0,47.2,135.6,3,5
John,2024-04-29,Monday,Bicep Curls,10.0,57.1,156.7,3,6
John,2024-04-29,Monday,Bicep Curls,10.0,36.4,140.2,3,7
John,2024-04-29,Monday,Bicep Curls,10.0,64.8,139.4,3,8
John,2024-04-29,Monday,Bicep Curls,10.0,37.5,167.2,3,9
John,2024-04-29,Monday,Bicep Curls,10.0,48.4,157.0,3,10
John,2024-04-29,Monday,Bicep Curls,10.0,68.4,139.7,3,11
John,2024-05-06,Monday,Bicep Curls,10.0,46.8,166.9,1,1
John,2024-05-06,Monday,Bicep Curls,10.0,48.3,162.3,1,2
John,2024-05-06,Monday,Bicep Curls,10.0,42.6,168.9,1,3
John,2024-05-06,Monday,Bicep Curls,10.0,49.7,169.3,1,4
John,2024-05-06,Monday,Bicep Curls,10.0,47.1,155.4,1,5
John,2024-05-06,Monday,Bicep Curls,10.0,42.4,168.6,1,6
John,2024-05-06,Monday,Bicep Curls,10.0,35.7,156.6,1,7
John,2024-05-06,Monday,Bicep Curls,10.0,38.4,155.9,1,8
John,2024-05-06,Monday,Bicep Curls,10.0,53.6,153.6,1,9
John,2024-05-06,Monday,Bicep Curls,10.0,51.5,156.1,1,10
John,2024-05-06,Monday,Bicep Curls,10.0,35.2,150.6,1,11
John,2024-05-06,Monday,Bicep Curls,10.0,35.8,159.4,2,1
John,2024-05-06,Monday,Bicep Curls,10.0,48.3,158.2,2,2
John,2024-05-06,Monday,Bicep Curls,10.0,35.6,155.9,2,3
John,2024-05-06,Monday,Bicep Curls,10.0,39.9,152.4,2,4
John,2024-05-06,Monday,Bicep Curls,10.0,49.0,150.2,2,5
John,2024-05-06,Monday,Bicep Curls,10.0,49.1,152.0,2,6
John,2024-05-06,Monday,Bicep Curls,10.0,36.5,164.8,2,7
John,2024-05-06,Monday,Bicep Curls,10.0,52.4,151.9,2,8
John,2024-05-06,Monday,Bicep Curls,10.0,48.8,153.3,2,9
John,2024-05-06,Monday,Bicep Curls,10.0,39.1,162.2,2,10
John,2024-05-06,Monday,Bicep Curls,10.0,54.3,141.5,3,1
John,2024-05-06,Monday,Bicep Curls,10.0,44.1,136.5,3,2
John,2024-05-06,Monday,Bicep Curls,10.0,49.5,139.6,3,3
John,2024-05-06,Monday,Bicep Curls,10.0,59.6,152.5,3,4
John,2024-05-06,Monday,Bicep Curls,10.0,36.7,145.3,3,5
John,2024-05-06,Monday,Bicep Curls,10.0,66.0,164.5,3,6
John,2024-05-06,Monday,Bicep Curls,10.0,58.2,159.9,3,7
John,2024-05-06,Monday,Bicep Curls,10.0,65.2,149.3,3,8
John,2024-05-06,Monday,Bicep Curls,10.0,62.2,167.1,3,9
John,2024-05-06,Monday,Bicep Curls,10.0,49.3,165.9,3,10
John,2024-05-13,Monday,Bicep Curls,10.0,39.6,157.2,1,1
John,2024-05-13,Monday,Bicep Curls,10.0,41.4,156.3,1,2
John,2024-05-13,Monday,Bicep Curls,10.0,53.3,167.0,1,3
John,2024-05-13,Monday,Bicep Curls,10.0,39.7,160.7,1,4
John,2024-05-13,Monday,Bicep Curls,10.0,37.9,159.3,1,5
John,2024-05-13,Monday,Bicep Curls,10.0,40.9,162.7,1,6
John,2024-05-13,Monday,Bicep Curls,10.0,46.4,154.5,1,7
John,2024-05-13,Monday,Bicep Curls,10.0,48.3,151.9,1,8
John,2024-05-13,Monday,Bicep Curls,10.0,43.5,158.9,1,9
John,2024-05-13,Monday,Bicep Curls,10.0,46.9,154.2,1,10
John,2024-05-13,Monday,Bicep Curls,10.0,52.3,162.7,2,1
John,2024-05-13,Monday,Bicep Curls,10.0,40.9,165.1,2,2
John,2024-05-13,Monday,Bicep Curls,10.0,40.3,154.0,2,3
John,2024-05-13,Monday,Bicep Curls,10.0,49.7,153.4,2,4
John,2024-05-13,Monday,Bicep Curls,10.0,37.5,154.1,2,5
John,2024-05-13,Monday,Bicep Curls,10.0,38.7,157.7,2,6
John,2024-05-13,Monday,Bicep Curls,10.0,51.5,150.8,2,7
John,2024-05-13,Monday,Bicep Curls,10.0,39.6,158.1,2,8
John,2024-05-13,Monday,Bicep Curls,10.0,51.3,168.9,2,9
John,2024-05-13,Monday,Bicep Curls,10.0,51.7,169.7,2,10
John,2024-05-13,Monday,Bicep Curls,10.0,46.8,155.4,2,11
John,2024-05-13,Monday,Bicep Curls,10.0,38.7,159.1,3,1
John,2024-05-13,Monday,Bicep Curls,10.0,63.5,140.5,3,2
John,2024-05-13,Monday,Bicep Curls,10.0,62.8,152.4,3,3
John,2024-05-13,Monday,Bicep Curls,10.0,41.3,161.5,3,4
John,2024-05-13,Monday,Bicep Curls,10.0,61.4,156.0,3,5
John,2024-05-13,Monday,Bicep Curls,10.0,49.8,155.8,3,6
John,2024-05-13,Monday,Bicep Curls,10.0,38.4,157.5,3,7
John,2024-05-13,Monday,Bicep Curls,10.0,48.2,147.8,3,8
John,2024-05-13,Monday,Bicep Curls,10.0,39.3,165.4,3,9
John,2024-05-13,Monday,Bicep Curls,10.0,62.6,149.1,3,10
John,2024-05-13,Monday,Bicep Curls,10.0,63.0,149.2,3,11
John,2024-05-20,Monday,Bicep Curls,12.5,44.5,169.8,1,1
John,2024-05-20,Monday,Bicep Curls,12.5,50.4,169.0,1,2
John,2024-05-20,Monday,Bicep Curls,12.5,42.5,167.9,1,3
John,2024-05-20,Monday,Bicep Curls,12.5,54.9,160.7,1,4
John,2024-05-20,Monday,Bicep Curls,12.5,38.9,159.4,1,5
John,2024-05-20,Monday,Bicep Curls,12.5,36.5,158.1,1,6
John,2024-05-20,Monday,Bicep Curls,12.5,52.0,157.8,1,7
John,2024-05-20,Monday,Bicep Curls,12.5,37.1,158.1,1,8
John,2024-05-20,Monday,Bicep Curls,12.5,39.4,168.8,1,9
John,2024-05-20,Monday,Bicep Curls,12.5,54.1,157.1,1,10
John,2024-05-20,Monday,Bicep Curls,12.5,47.2,164.3,1,11
John,2024-05-20,Monday,Bicep Curls,12.5,37.7,169.2,1,12
John,2024-05-20,Monday,Bicep Curls,12.5,44.5,157.3,2,1
John,2024-05-20,Monday,Bicep Curls,12.5,46.3,155.3,2,2
John,2024-05-20,Monday,Bicep Curls,12.5,42.4,157.4,2,3
John,2024-05-20,Monday,Bicep Curls,12.5,38.5,163.9,2,4
John,2024-05-20,Monday,Bicep Curls,12.5,50.4,152.4,2,5
John,2024-05-20,Monday,Bicep Curls,12.5,52.5,156.1,2,6
John,2024-05-20,Monday,Bicep Curls,12.5,37.2,156.6,2,7
John,2024-05-20,Monday,Bicep Curls,12.5,42.2,167.6,2,8
John,2024-05-20,Monday,Bicep Curls,12.5,37.2,162.1,2,9
John,2024-05-20,Monday,Bicep Curls,12.5,39.6,164.1,2,10
John,2024-05-20,Monday,Bicep Curls,12.5,52.2,168.4,2,11
John,2024-05-20,Monday,Bicep Curls,12.5,53.4,161.0,3,1
John,2024-05-20,Monday,Bicep Curls,12.5,52.1,166.9,3,2
John,2024-05-20,Monday,Bicep Curls,12.5,68.8,142.5,3,3
John,2024-05-20,Monday,Bicep Curls,12.5,44.3,135.2,3,4
John,2024-05-20,Monday,Bicep Curls,12.5,54.3,140.3,3,5
John,2024-05-20,Monday,Bicep Curls,12.5,57.9,157.6,3,6
John,2024-05-20,Monday,Bicep Curls,12.5,62.1,135.7,3,7
John,2024-05-20,Monday,Bicep Curls,12.5,44.7,145.0,3,8
John,2024-05-20,Monday,Bicep Curls,12.5,46.2,152.2,3,9
John,2024-05-20,Monday,Bicep Curls,12.5,44.9,139.3,3,10
John,2024-05-27,Monday,Bicep Curls,12.5,40.6,159.1,1,1
John,2024-05-27,Monday,Bicep Curls,12.5,38.4,165.5,1,2
John,2024-05-27,Monday,Bicep Curls,12.5,50.1,158.5,1,3
John,2024-05-27,Monday,Bicep Curls,12.5,41.7,156.0,1,4
John,2024-05-27,Monday,Bicep Curls,12.5,41.7,161.3,1,5
John,2024-05-27,Monday,Bicep Curls,12.5,46.8,155.4,1,6
John,2024-05-27,Monday,Bicep Curls,12.5,43.8,162.5,1,7
John,2024-05-27,Monday,Bicep Curls,12.5,36.0,162.8,1,8
John,2024-05-27,Monday,Bicep Curls,12.5,36.5,165.7,1,9
John,2024-05-27,Monday,Bicep Curls,12.5,39.1,154.4,1,10
John,2024-05-27,Monday,Bicep Curls,12.5,50.4,156.7,1,11
John,2024-05-27,Monday,Bicep Curls,12.5,41.9,154.0,1,12
John,2024-05-27,Monday,Bicep Curls,12.5,64.3,156.9,2,1
John,2024-05-27,Monday,Bicep Curls,12.5,38.3,165.8,2,2
John,2024-05-27,Monday,Bicep Curls,12.5,56.9,155.1,2,3
John,2024-05-27,Monday,Bicep Curls,12.5,59.3,145.0,2,4
John,2024-05-27,Monday,Bicep Curls,12.5,66.9,160.6,2,5
John,2024-05-27,Monday,Bicep Curls,12.5,40.9,144.7,2,6
John,2024-05-27,Monday,Bicep Curls,12.5,55.1,141.8,2,7
John,2024-05-27,Monday,Bicep Curls,12.5,44.2,149.1,2,8
John,2024-05-27,Monday,Bicep Curls,12.5,61.3,166.1,2,9
John,2024-05-27,Monday,Bicep Curls,12.5,42.6,139.9,2,10
John,2024-06-03,Monday,Bicep Curls,12.5,39.3,167.6,1,1
John,2024-06-03,Monday,Bicep Curls,12.5,47.3,157.4,1,2
John,2024-06-03,Monday,Bicep Curls,12.5,37.6,152.6,1,3
John,2024-06-03,Monday,Bicep Curls,12.5,35.8,165.6,1,4
John,2024-06-03,Monday,Bicep Curls,12.5,50.9,167.9,1,5
John,2024-06-03,Monday,Bicep Curls,12.5,47.5,154.2,1,6
John,2024-06-03,Monday,Bicep Curls,12.5,47.1,162.6,1,7
John,2024-06-03,Monday,Bicep Curls,12.5,50.3,153.2,1,8
John,2024-06-03,Monday,Bicep Curls,12.5,42.3,155.7,1,9
John,2024-06-03,Monday,Bicep Curls,12.5,48.4,166.9,1,10
John,2024-06-03,Monday,Bicep Curls,12.5,49.5,169.3,2,1
John,2024-06-03,Monday,Bicep Curls,12.5,36.9,166.1,2,2
John,2024-06-03,Monday,Bicep Curls,12.5,35.1,168.2,2,3
John,2024-06-03,Monday,Bicep Curls,12.5,47.2,163.3,2,4
John,2024-06-03,Monday,Bicep Curls,12.5,52.0,154.8,2,5
John,2024-06-03,Monday,Bicep Curls,12.5,44.3,153.8,2,6
John,2024-06-03,Monday,Bicep Curls,12.5,52.8,155.2,2,7
John,2024-06-03,Monday,Bicep Curls,12.5,46.9,152.8,2,8
John,2024-06-03,Monday,Bicep Curls,12.5,38.0,161.5,2,9
John,2024-06-03,Monday,Bicep Curls,12.5,36.7,159.0,2,10
John,2024-06-03,Monday,Bicep Curls,12.5,37.8,167.9,2,11
John,2024-06-03,Monday,Bicep Curls,12.5,45.9,163.2,2,12
John,2024-06-03,Monday,Bicep Curls,12.5,57.8,166.1,3,1
John,2024-06-03,Monday,Bicep Curls,12.5,51.3,135.3,3,2
John,2024-06-03,Monday,Bicep Curls,12.5,62.9,155.1,3,3
John,2024-06-03,Monday,Bicep Curls,12.5,56.9,156.7,3,4
John,2024-06-03,Monday,Bicep Curls,12.5,58.6,155.2,3,5
John,2024-06-03,Monday,Bicep Curls,12.5,46.6,148.2,3,6
John,2024-06-03,Monday,Bicep Curls,12.5,42.2,169.7,3,7
John,2024-06-03,Monday,Bicep Curls,12.5,66.2,143.6,3,8
John,2024-06-03,Monday,Bicep Curls,12.5,47.0,153.6,3,9
John,2024-06-03,Monday,Bicep Curls,12.5,62.5,159.3,3,10
John,2024-06-03,Monday,Bicep Curls,12.5,67.4,151.7,3,11
John,2024-06-03,Monday,Bicep Curls,12.5,65.5,164.6,3,12
John,2024-06-10,Monday,Bicep Curls,15.0,52.3,151.9,1,1
John,2024-06-10,Monday,Bicep Curls,15.0,53.4,158.0,1,2
John,2024-06-10,Monday,Bicep Curls,15.0,36.8,161.3,1,3
John,2024-06-10,Monday,Bicep Curls,15.0,39.0,159.4,1,4
John,2024-06-10,Monday,Bicep Curls,15.0,44.3,163.3,1,5
John,2024-06-10,Monday,Bicep Curls,15.0,54.2,163.0,1,6
John,2024-06-10,Monday,Bicep Curls,15.0,54.6,150.9,1,7
John,2024-06-10,Monday,Bicep Curls,15.0,45.7,152.5,1,8
John,2024-06-10,Monday,Bicep Curls,15.0,37.8,150.8,1,9
John,2024-06-10,Monday,Bicep Curls,15.0,52.4,164.0,1,10
John,2024-06-10,Monday,Bicep Curls,15.0,46.2,158.1,1,11
John,2024-06-10,Monday,Bicep Curls,15.0,47.7,148.9,2,1
John,2024-06-10,Monday,Bicep Curls,15.0,44.3,139.9,2,2
John,2024-06-10,Monday,Bicep Curls,15.0,56.1,166.9,2,3
John,2024-06-10,Monday,Bicep Curls,15.0,46.9,137.4,2,4
John,2024-06-10,Monday,Bicep Curls,15.0,37.3,149.6,2,5
John,2024-06-10,Monday,Bicep Curls,15.0,50.4,162.9,2,6
John,2024-06-10,Monday,Bicep Curls,15.0,35.5,155.2,2,7
John,2024-06-10,Monday,Bicep Curls,15.0,52.0,136.0,2,8
John,2024-06-10,Monday,Bicep Curls,15.0,68.6,156.7,2,9
John,2024-06-10,Monday,Bicep Curls,15.0,66.6,158.9,2,10
John,2024-06-10,Monday,Bicep Curls,15.0,65.5,165.7,2,11
John,2024-06-17,Monday,Bicep Curls,17.5,53.7,159.7,1,1
John,2024-06-17,Monday,Bicep Curls,17.5,36.3,153.3,1,2
John,2024-06-17,Monday,Bicep Curls,17.5,48.7,165.4,1,3
John,2024-06-17,Monday,Bicep Curls,17.5,50.1,167.0,1,4
John,2024-06-17,Monday,Bicep Curls,17.5,54.5,165.9,1,5
John,2024-06-17,Monday,Bicep Curls,17.5,53.9,156.7,1,6
John,2024-06-17,Monday,Bicep Curls,17.5,40.3,158.4,1,7
John,2024-06-17,Monday,Bicep Curls,17.5,43.2,168.0,1,8
John,2024-06-17,Monday,Bicep Curls,17.5,38.9,163.8,1,9
John,2024-06-17,Monday,Bicep Curls,17.5,48.0,168.4,1,10
John,2024-06-17,Monday,Bicep Curls,17.5,35.6,163.9,1,11
John,2024-06-17,Monday,Bicep Curls,17.5,37.1,150.4,1,12
John,2024-06-17,Monday,Bicep Curls,17.5,59.3,143.5,2,1
John,2024-06-17,Monday,Bicep Curls,17.5,62.7,135.7,2,2
John,2024-06-17,Monday,Bicep Curls,17.5,39.9,152.5,2,3
John,2024-06-17,Monday,Bicep Curls,17.5,38.4,150.7,2,4
John,2024-06-17,Monday,Bicep Curls,17.5,56.4,150.4,2,5
John,2024-06-17,Monday,Bicep Curls,17.5,66.4,158.3,2,6
John,2024-06-17,Monday,Bicep Curls,17.5,57.1,138.4,2,7
John,2024-06-17,Monday,Bicep Curls,17.5,42.0,161.8,2,8
John,2024-06-17,Monday,Bicep Curls,17.5,67.9,163.4,2,9
John,2024-06-17,Monday,Bicep Curls,17.5,42.7,135.6,2,10
John,2024-06-24,Monday,Bicep Curls,20.0,35.3,164.1,1,1
John,2024-06-24,Monday,Bicep Curls,20.0,47.5,151.7,1,2
John,2024-06-24,Monday,Bicep Curls,20.0,53.0,151.5,1,3
John,2024-06-24,Monday,Bicep Curls,20.0,48.5,166.2,1,4
John,2024-06-24,Monday,Bicep Curls,20.0,50.9,165.7,1,5
John,2024-06-24,Monday,Bicep Curls,20.0,51.1,151.0,1,6
John,2024-06-24,Monday,Bicep Curls,20.0,51.4,150.7,1,7
John,2024-06-24,Monday,Bicep Curls,20.0,35.6,159.4,1,8
John,2024-06-24,Monday,Bicep Curls,20.0,37.2,158.3,1,9
John,2024-06-24,Monday,Bicep Curls,20.0,42.2,162.1,1,10
John,2024-06-24,Monday,Bicep Curls,20.0,43.2,164.8,2,1
John,2024-06-24,Monday,Bicep Curls,20.0,36.4,163.5,2,2
John,2024-06-24,Monday,Bicep Curls,20.0,39.7,169.8,2,3
John,2024-06-24,Monday,Bicep Curls,20.0,54.3,163.0,2,4
John,2024-06-24,Monday,Bicep Curls,20.0,36.8,164.2,2,5
John,2024-06-24,Monday,Bicep Curls,20.0,53.2,158.2,2,6
John,2024-06-24,Monday,Bicep Curls,20.0,54.0,157.2,2,7
John,2024-06-24,Monday,Bicep Curls,20.0,53.1,157.1,2,8
John,2024-06-24,Monday,Bicep Curls,20.0,47.0,158.5,2,9
